Title	Content	Coding
Supreme Court hears from two of Trump's longtime antagonists	Welcome back, Deadline: Legal Newsletter readers. The Supreme Court just wrapped its October argument session. The week featured a Joe Biden win on pollution rules, a loss for Donald Trump foe Michae… [+5222 chars]	
Trump plans to pressure police departments to help with mass deportations	As Donald Trump promises the largest mass deportation of undocumented immigrants in U.S. history if re-elected, his team is considering withholding federal police grants from local law enforcement ag… [+4414 chars]	
ABC poll: Immigration, abortion see highest partisan splits in importance	The latest poll conducted by Ipsos and Langer Research for ABC News found that the widest gap between Democrats and Republicans on what issues are considered important were over abortion and immigrat… [+2988 chars]	
Election 2024 live updates: Donald Trump holds rally in Madison Square Garden	"Former President Donald Trump is headlining a hometown rally at New York City's Madison Square Garden on Sunday night.
Trump, born in Queens, New York, likely won't win the dark-blue Empire State on… [+3826 chars]"	
After Trump’s win, some women are considering the 4B movement	"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
I… [+8126 chars]"	
Why Nikki Haley and Mike Pompeo won’t be on Trump’s second term team	Donald Trumps second-term team is just now starting to take shape, with the president-elect selecting Susie Wiles to serve as his White House chief of staff and House Republican Conference Chair Elis… [+2895 chars]	
WATCH: Trump blasted by former chief of staff	"Whats next for Russia? 
What comes next after Texas school shooting?
What's next for abortion rights in America?
The new battle for voting rights
How w… [+2284 chars]"	
Trump threatens to drown out his closing message in the final days of the election	"Are you better off now than you were four years ago?
That has been the question posed by Donald Trump to begin each of his campaign rallies over the past week. 
Pieced together, those more than a h… [+9007 chars]"	
Bill Gates privately said he donated $50 million to a pro-Harris super PAC, The New York Times reports	"Bill Gates made a donation to a pro-Harris super-PAC, three people briefed on the matter told The New York Times.Sean Gallup/Getty Images
Bill Gates said he donated millions to a pro-Harris … [+2977 chars]"	
Trump’s social media stock spikes as America goes to the polls | CNN Business	"Former President Donald Trumps social media company is surging on Election Day as it faces a potential make-or-break moment that will be decided by voters.
Shares of Truth Social owner Trump Media &… [+2346 chars]"	
How Donald Trump won the presidency	Former President Donald Trump is projected to be the next president of the United States, according to an ABC News projection issued at 5:31 a.m. Eastern on Wednesday, Nov. 6. As of 6 a.m. Eastern, G… [+5045 chars]	
Trump has been re-elected. But now we know exactly who he is.	The most unusual presidential election of our lifetimes has ended, and Donald Trump has won, NBC News projects. Now, millions of worried Americans have one question on their minds: What comes next? H… [+5148 chars]	
Trump’s growing threats to strip broadcast licenses send chills across industry | CNN Business	"Broadcast television licensing is not ordinarily a hot topic during a presidential election. But Donald Trumps threats are not ordinary, either.
In the past two years, Trump has called for every maj… [+6838 chars]"	
WATCH: Trump: 'We overcame obstacles that nobody thought possible'	"2024 Election: Kamala Harris projected to win New Jersey, Minnesota
Trump: 'We overcame obstacles that nobody thought possible'
2024 Election: Donald Trump projected to wi… [+4269 chars]"	
Interest spikes in fringe '4B' movement of women who abstain from marriage and sex with men	"The election of Donald Trump as the next U.S. president has triggered a surge of social media posts and internet search interest in South Koreas fringe feminist ""4B"" movement, which calls on women to… [+6736 chars]"	
Harris, Trump locked in dead heat in battleground Wisconsin, new exclusive poll says	"Former President Donald Trump and Vice President Kamala Harris are locked in a dead heat in the battleground state of Wisconsin, according to an exclusive new USA TODAY/Suffolk University poll.
With… [+7061 chars]"	
Bitcoin ETFs see highest daily outflows ever as traders brace for Election Day volatility	"Investors pulled a record amount from bitcoin exchange-traded funds to start the week as they prepared for volatility in the world's largest crypto amid potential election uncertainty. 
Bloomberg da… [+2021 chars]"	
Biden seeks to clean up 'garbage' comment about Trump supporters...	President Joe Biden on Tuesday tried to clean up comments he made earlier that sparked immediate backlash from many who interpreted them as referring to supporters of former President Donald Trump as… [+5091 chars]	
Biden says 'giving up is unforgivable' after Trump's election win	"WASHINGTON President Joe Biden vowed Thursday he will ensure a peaceful transfer of power following President-elect Donald Trump's resounding election victory and told his supporters ""a defeat does n… [+4704 chars]"	
Volatility, higher rates, and surging bitcoin. Here's what analysts are saying about Trump's victory.	"Analysts say Donald Trump's victory ushers in a new era for US economic policy.Justin Sullivan/Getty Images
Donald Trump won a second term in Tuesday's presidential election.Analyst… [+2919 chars]"	
Trump campaign looks to Vance to help them over the finish line in Pennsylvania	From the moment he arrived in Milwaukee, Wisconsin, after being named former President Donald Trump's running mate, it was clear that one of Sen. JD Vance's primary roles was to help deliver battlegr… [+4370 chars]	
What's at stake for Elon Musk in the presidential election?	"Elon Musk, the world's richest person, has launched a far-reaching effort to help elect former President Donald Trump.
Musk, who owns X, frequently posts messages in support of Trump on the social m… [+7841 chars]"	
How Trump broke both parties — and where Democrats go from here: From the Politics Desk	Welcome to the online version of From the Politics Desk, an evening newsletter that brings you the NBC News Politics teams latest reporting and analysis from the campaign trail, the White House and C… [+8893 chars]	
Trump makes gains with some Puerto Ricans this election despite controversial 'garbage' joke	"The controversial ""floating garbage"" joke about Puerto Rico made by a comedian at a rally for Republican President-elect Donald Trump during the final days before the election may not have had the ne… [+3103 chars]"	
Stocks surge to record highs as Trump returns to presidency	All three major indexes hit record highsTrump-linked stocks, Tesla jumpMarket volatility gauge falls sharplyShares of small-cap companies soarNEW YORK U.S… [+4217 chars]	
The world's right-wing leaders celebrate a Trump win — but America's traditional allies hint unease	"President Volodymyr Zelenskyy welcomed Trumps decisive leadership and his peace through strength approach in global affairs.
Some Ukrainians were nonplussed by what they saw as the equivocal support… [+1576 chars]"	
Army report on Trump Arlington Cemetery incident released but almost entirely redacted	The U.S. Armys long-anticipated report on Donald Trumps controversial visit to Arlington National Cemetery in August has been released, but the report sheds little light on what actually happened tha… [+2304 chars]	
Russian smear of Tim Walz hits internet ahead of US election	WASHINGTON U.S. intelligence officials say Russia is behind a fake video smearing Democratic vice-presidential nominee Tim Walz with false sexual abuse allegations as part of an election interference… [+4017 chars]	
DJT shares implode right before the election, losing Trump $2.4 billion in net worth	"Former President Donald Trumps social media stock is plunging just ahead of the election, cutting deeply into his net worth.
After an absurd spike over the past five weeks that was based entirely on… [+3195 chars]"	
Melania Trump defends her husband: 'He is not Hitler'	"After making a surprise appearance at her husband's Madison Square Garden rally on Sunday, Melania Trump spoke out on ""Fox and Friends"" on Tuesday, fiercely defending him against reported comments th… [+3398 chars]"	
Legendary investor Paul Tudor Jones says he's buying gold and bitcoin pre-election because inflation will rise under both Trump and Harris	"Paul Tudor Jones is holding gold, bitcoin, and commodities to hedge against inflation, as neither presidential candidate has a plan suitable for tackling US debt, the legendary investor said.
The bi… [+2252 chars]"	
Harris doubles down on 'Hitler' comments at start of CNN town hall: 'unstable'	"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
By entering your email and pushing continue, you are ag… [+4113 chars]"	
Senate Republicans to choose new leader as Mitch McConnell steps down	WASHINGTON Senate Republicans will meet behind closed doors Wednesday to elect a new leader, capping a battle that has divided the party and pitted a candidate backed by vocal MAGA allies of Presiden… [+4911 chars]	
Trump and Harris offer split-screen closing messages in dueling Milwaukee rallies	"Donald Trump and Kamala Harris' differing styles were on full display during dueling rallies Friday night in Milwaukee, the largest city in one of the nations most important swing states.
The two he… [+5862 chars]"	
Trump victory gives Modi chance to reset India’s image with the West	"Few leaders in Asia are more happy to see Donald Trump heading back to the White House than Indian Prime Minister Narendra Modi. 
Modi became one of the first major leaders to congratulate Trump on … [+6089 chars]"	
Fed Chair Powell stands firm amid questioning about whether Trump will push him out	"Federal Reserve chair Jerome Powell has no plans to leave the central bank prematurely under President-elect Donald Trump.
On Thursday, the Federal Open Market Committee announced a 25-basis-point i… [+2171 chars]"	
Fox News AI Newsletter: AI developers discover 'Donald Trump neuron', expert says	"Welcome to Fox News Artificial Intelligence newsletter with the latest AI technology advancements.
IN TODAYS NEWSLETTER:
- AI developers discover 'Donald Trump neuron', expert says
- Petition call… [+1662 chars]"	
Racist comments at Trump's Madison Square Garden rally overshadow 'closing argument'	"Former president Donald Trump's rally at Madison Square Garden on Sunday was framed as his ""closing argument"" in his bid for the White House and as a way to bring a diverse group of supporters togeth… [+4496 chars]"	
Dana White goes full MAGA during Donald Trump victory speech, thanks 'mighty and powerful Joe Rogan'	"Despite his status as a political pariah four years ago, former President Donald Trump pulled off a decisive victory over Vice President Kamala Harris as he was elected to another term Wednesday.
Tr… [+2061 chars]"	
Tesla hits a $1 trillion market cap after the stock rallies 27% following Trump's election win	"Tesla hit a $1 trillion market valuation for the first time since April 2022.
The stock surged as much as 7% on Friday to an intraday peak of $319.44, with shares soaring 27% since Donald Trump was … [+1455 chars]"	
Here’s what to remember if Donald Trump tries to claim he won early on election night	While we cant be certain who will win the presidential election, we can predict one thing with a high degree of confidence: Donald Trump will claim he won. And hell probably do this on Tuesday night.… [+4649 chars]	
Fox News projects Trump victory over Harris in Pennsylvania	"Fox News Decision Desk projects former President Donald Trump has won the critical swing state of Pennsylvania over Vice President Kamala Harris. 
Polls showed a close race throughout the campaign f… [+4146 chars]"	
Elon Musk joins Donald Trump in 'very good call' with Ukrainian President Zelenskyy	"A senior Ukrainian official confirmed to Fox News that Elon Musk joined a Trump-Zelenskyy call on Wednesday in which President Zelenskyy congratulated the president-elect on his win.
""It was a very … [+1945 chars]"	
Trump 'won fair and square': Business leaders from Mark Cuban to David Sacks react to election result	"The business world was divided in the run-up to the election.Anna Moneymaker/Getty Images
Business leaders have been reacting to Donald Trump's presidential election victory.Silicon… [+8169 chars]"	
Non-US stocks have seen their sharpest sell-off since August on fears over Trump's tariffs	"Donald Trump's win has sent US stocks on a tear, but for equities in the rest of the world, it's sparked a sell-off on fears of a widespread economic downturn due to tariff risks.
An MSCI index of l… [+1960 chars]"	
Trump is already wielding power and causing massive disruption	"President-elect Donald Trump is already flexing raw power, showing he may try to subvert Washingtons checks and balances and leaving foreign leaders scrambling to come to terms with his victory.
Ear… [+10400 chars]"	
Dave Bautista’s attack on Trump wasn’t just about jokes	"If you watched Wednesday nights episode of Jimmy Kimmel Live! you likely saw Dave Bautistas NSFW sketch attacking Donald Trumps tough guy persona.
Funny as it was, I think the value is far greater t… [+3394 chars]"	
Why the ‘little secret’ between Trump and Speaker Johnson matters	Donald Trumps rally at Madison Square Garden was ugly and vulgar in a great many ways, but it was also lacking in subtlety. There was text, not subtext. The Republican and his allies relied on chains… [+2262 chars]	
Democrats would get nothing for throwing trans Americans under the bus	Democrats are still reeling from the wave of defeats on Election Day that included Kamala Harris losing to Donald Trump. In the process of casting about for an explanation, one theory is that Trump w… [+6891 chars]	
Trump’s legal team tried to keep Stormy Daniels quiet (yes, again)	"By now, the basics of Donald Trumps Stormy Daniels scandal are probably familiar. There is, however, a new twist in the story, suggesting that the ordeal has an important new chapter.
As regular rea… [+4532 chars]"	
Trump insults Harris at Al Smith dinner while she barnstorms Wisconsin and mocks his ‘father of IVF’ claims	Former President Donald Trump on Thursday night insulted Vice President Kamala Harris family, repeatedly mispronounced her name and complained about how badly he was treated during his presidency, dr… [+4488 chars]	
Harris says ‘of course’ her team is prepared if Trump declares victory before votes are counted	In an interview with NBC News Hallie Jackson on Tuesday, Vice President Kamala Harris said she's preparing for the possibility that former President Donald Trump declares victory before the votes are… [+2335 chars]	
Trump again questions Harris' racial, ethnic identity in podcast interview	"Former President Donald Trump once again falsely questioned Vice President Kamala Harris' racial and ethnic identity during an interview with the ""PBD Podcast"" that aired on Thursday.
Trump -- who s… [+3195 chars]"	
McDonald's is the latest election battleground for Trump and Harris	"Donald Trump visited a McDonald's restaurant on Sunday.Doug Mills/Pool via REUTERS
Donald Trump visited a McDonald's in Pennsylvania on Sunday.It was the latest in a long tradition … [+3862 chars]"	
Elon Musk boosts Trump at rally underscored by racist rhetoric as Beyoncé rallies behind Harris	Elon Musk voiced his support for Donald Trump at a New York City campaign rally Sunday, but the event was underscored by crude and racist commentary from other speakers. Meanwhile, celebrities like B… [+132 chars]	
Elon Musk raises payment offer to $100 for voters who sign petition backing gun and speech rights	Billionaire Elon Musk has upped his financial offer for registered swing state voters to sign a conservative-leaning petition. On Thursday, Musk wrote on X that his pro-Trump super PAC would give $10… [+2692 chars]	
Kamala Harris scheduled to deliver 2024 campaign 'closing argument' at National Mall	"Vice President Kamala Harris will deliver a ""closing argument"" for why she believes she should be voters' choice in the 2024 election on the National Mall next Tuesday, according to a senior campaign… [+1883 chars]"	
Stocks soared on news of Trump's election. Bonds sank. Here's why.	"As Donald Trump emerged victorious in the presidential election Wednesday, stock prices soared.
As the stock market rose, the bond market fell.
Stocks roared to record highs Wednesday in the wake o… [+4293 chars]"	
Trump picks Kristi Noem to be Homeland Security secretary	"President-elect Donald Trump announced on Tuesday he has chosen South Dakota Gov. Kristi Noem to be his secretary for the Department of Homeland Security.
""Kristi has been very strong on Border Secu… [+4346 chars]"	
DOD ordered to turn over records from Trump's Arlington National Cemetery incident	A federal judge has ordered the Department of Defense to turn over records related to former President Donald Trump's controversial visit to Arlington National Cemetery meaning the public could soon … [+2413 chars]	
The list of Harris’ Republican backers adds some striking new names	Ahead of the 2022 midterm elections, then-Rep. Fred Upton saw the writing on the wall. The Michigan Republican a relative moderate by contemporary GOP standards had earned a lot of goodwill over the … [+3911 chars]	
Trump says he’d fire Jack Smith quickly if he wins another term in office | CNN Politics	Donald Trump said Thursday that he would use presidential powers to end Jack Smiths probe into multiple criminal cases hes brought against the former president, promising to fire the special counsel … [+3076 chars]	
What could abortion access look like under Trump?	Despite celebrating the passing of abortion-related ballot initiatives in seven states, abortion rights advocates warn that a second Donald Trump presidency puts nationwide access to abortion care in… [+3923 chars]	
Liberal filmmaker Michael Moore confidently declares Trump is 'toast'	"Liberal filmmaker Michael Moore is confident that former President Trump will not be making a political comeback on Tuesday, going so far as to say he's ""toast.""
The polls indicate that Trump and Vi… [+3389 chars]"	
Joe Rogan endorses Trump on eve of Election Day	The economy is the main issue for first time, Gen Z voters who spoke with NBC News at Trump's rally in Pittsburgh said this afternoon.Ryan Jones, 21, said he supports Trumps proposal for no taxes on … [+1659 chars]	
Inside the litigation election, where lawyers on both sides are duking it out in the courts like never before	The 2024 presidential election between Vice President Kamala Harris and former President Donald Trump is already beating litigation records.Robert Gauthier/Los Angeles Times via Getty Images; Rebecca… [+7993 chars]	
Kellyanne Conway: Donald Trump is rising from the ashes. Here's why Trump 2016 is Trump 2024	"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
By entering your email and pushing continue, you are ag… [+15136 chars]"	
Arnold Palmer's daughter calls Donald Trump 'disrespectful' after comments about her father	"Peg Palmer Wears, the daughter of late golf legend Arnold Palmer, responded to Donald Trumps recent comments about her father, which she considered ""disrespectful"" and ""inappropriate.""
Trump campaig… [+3334 chars]"	
Why Trump should avoid talking about intelligence leaks and Israel	Some classified U.S. intelligence documents related to Israel and a potential strike on Iran appeared online in recent days, and while officials in Israel have said the disclosure isnt likely to have… [+3709 chars]	
Election guardrails in 2024 and lost Chopin waltz discovered: Morning Rundown	Legal experts say an attempt to overturn the 2024 election results would be more difficult than in 2020. NBC News Andrea Mitchell writes about Antony Blinkens small victory in the Middle East. And a … [+9023 chars]	
‘SNL’ cast directly appeal to President-elect Donald Trump during cold open of post-election episode | CNN	Several of the cast members of Saturday Night Live took to the stage at Studio 8H in New York on Saturday in the first episode after the presidential election, where they jokingly appealed directly t… [+1881 chars]	
Kamala Harris' new lead in top Iowa poll could bode well for her in some key swing states	"A new Des Moines Register/Mediacom poll showed Vice President Kamala Harris with an advantage in GOP-leaning Iowa.ANGELA WEISS/AFP via Getty Images
A new Des Moines Register/Mediacom Iowa po… [+5338 chars]"	
Nick Bosa crashed a postgame interview to make Donald Trump statement	"Nick Bosa’s political leanings are nothing new.
In 2019, he deleted pro-Donald Trump social media posts. He was critical of Colin Kaepernick. What’s more, he was caught hitting the “like” button on … [+606 chars]"	
Ex-NASCAR star Danica Patrick explains Donald Trump will get her first-ever vote for president	"Former NASCAR star Danica Patrick confirmed on Jesse Watters Primetime that she has never voted in a presidential election in her life, but that will be changing in 2024. 
And she's revealed who she… [+3940 chars]"	
Who does China’s president want to win the U.S. election?	"U.S.-China ties will still be challenged during a Harris presidency but could be more stable than during the Trump and Biden years, Wu said.
Harris has never been to China but she has made multiple … [+3494 chars]"	
Election fact check: Trump, Harris on transgender issues	Millions of dollars from Republican groups and figures are being poured into anti-transgender ads criticizing policies that support the trans community, despite these issues being among the least imp… [+6958 chars]	
ALEX BERENSON: Why I'm voting for Donald J. Trump	"I wasnt planning to write this.
Two years ago, I said I would vote for a Democrat over Donald Trump
 in 2024. I wrote that during a Republican primary I hoped Florida Gov. Ron DeSantis would win; D… [+3523 chars]"	
'Tragic and shocking': Explosive House report details 'preventable' July 13 Trump rally shooting	"The deadly shooting at former President Trumps rally in Pennsylvania on July 13 was a ""preventable"" incident stemming from a lack of proper planning and communication between law enforcement agencies… [+5821 chars]"	
Former Trump aides are asking for the Supreme Court’s help as their ex-boss eyes the White House	"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
A… [+6745 chars]"	
Judge orders US Army to release records on Trump’s controversial Arlington Cemetery visit | CNN Politics	"The US Army has been ordered by a federal judge to release records related to former President Donald Trumps controversial August visit to Arlington National Cemetery by Friday at the latest.
The US… [+4180 chars]"	
New evidence makes Trump’s crusade against CBS far more difficult	In recent weeks, Donald Trump has been more animated and more fixated on one issue above all others. Its not immigration or the economy. It has nothing to do with transgender rights or trade tariffs.… [+3314 chars]	
Trump has made gains with Latino men — why they're voting red and how Harris is addressing it	"Chris Gonzalez, 33, just voted in his first presidential election. The Tucson, Arizona, resident cast his ballot for former President Donald Trump.
I just want the economy to be better, Gonzalez, cu… [+5620 chars]"	
What Trump's victory means for the Supreme Court	"President-elect Donald Trump has the potential to further reshape the Supreme Court in his second term.Al Drago/Getty Images
With Trump's victory and upcoming GOP control of the Senate, the … [+4842 chars]"	
‘Central Park Five’ members sue Trump for defamation after his debate comments on 1989 case | CNN Politics	"Members of the Central Park Five sued former President Donald Trump on Monday over false and defamatory statements they allege he made about their 1989 case during a presidential debate last month.
… [+1346 chars]"	
Fox News edited Trump’s rambling answers and false claims in barbershop interview, full video shows | CNN Business	"The Fox News Channels recent segment about Donald Trumps surprise visit to a barbershop in the Bronx resembled a campaign ad for the former presidents reelection.
Trump was seen taking questions and… [+3799 chars]"	
No recession risk regardless of who wins the White House, says Blackstone's Steve Schwarzman	"Steve Schwarzman is CEO of Blackstone, which manages assets of about $1 trillion.Reuters
Steve Schwarzman doesn't expect a recession whether Donald Trump or Kamala Harris win the election.</… [+3127 chars]"	
Trump and allies spread false noncitizen voting claims and World Series preview: Morning Rundown	Donald Trump and his allies are spreading a new big lie ahead of Election Day. A World Series matchup for the ages is set to begin. And a new report warns that online gambling poses a public health t… [+10476 chars]	
SEAN HANNITY: The American people no longer care what legacy media has to say	"Fox News host Sean Hannity reacts to the medias meltdown over President-elect Trumps win on ""Hannity
."" 
SEAN HANNITY: Tonight, it is official. The Democrats are definitely in disarray. Donald Trum… [+940 chars]"	
Nick Bosa is a coward who is afraid to back up wearing a MAGA hat with words	This is For The Wins daily newsletter, The Morning Win. Did a friend recommend or forward this to you? If so, subscribe here. Have feedback? Leave your questions, comments and concerns through this b… [+6829 chars]	
Far-right congressman suggests N.C. legislature should consider handing electors to Trump on Election Day	WASHINGTON The newly elected chairman of the far-right House Freedom Caucus, Rep. Andy Harris, suggested that North Carolinas Republican-controlled state legislature should consider awarding the stat… [+4291 chars]	
UFC stars tout Trump in appeal to Arab American voters in Michigan	Former President Donald Trump received the backing of a handful of UFC strong men last week as they spoke to Arab American voters in Michigan, which will likely be a key state on that path for a poss… [+2339 chars]	
Trump and Biden both call for smooth transition in historic Oval Office meeting	"President Joe Biden and President-elect Donald Trump are meeting in the Oval Office, resuming a tradition that Trump himself flouted in 2020.
The two men, seated by a roaring fire, shook hands. Bide… [+4424 chars]"	
Donald Trump Jr praises Patrick Mahomes' mom for support: 'Let's go America'	"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
By entering your email and pushing continue, you are ag… [+2861 chars]"	
Hillary Clinton says Trump is ‘more unhinged, more unstable’ than in 2016 | CNN Politics	Former Secretary of State Hillary Clinton said Thursday that former President Donald Trump is now more unhinged, more unstable and more dangerous than when she faced him in the 2016 presidential elec… [+2836 chars]	
What Donald Trump said he's getting Kamala Harris for her birthday	Former President Trump, who spent part of his afternoon serving food from a drive-thru window at a McDonalds in Pennsylvania, wished Vice President Kamala Harris a Happy Birthday, joking that he migh… [+2834 chars]	
More voters saw Trump as the candidate of change: Exit poll analysis	"Claiming superior leadership and casting himself as the true agent of change were keys to Donald Trump's victory in the presidential election, per ABC News exit poll results.
He also prevailed by a … [+2216 chars]"	
LAURA INGRAHAM: Donald Trump's 'stunning victory' was a 'total political vindication'	"Fox News host Laura Ingraham calls elites who counted out President-elect Trump since his first time running for office ""venal"" and ""selfish"" after his ""stunning victory"" on ""The Ingraham Angle
."" … [+1358 chars]"	
SNL cold open about the election includes Dana Carvey as Elon Musk	"How would Saturday Night Live deal with the recent presidential election results when they spend many a show mocking Donald Trump.
The answer is in the cold open from Saturday’s show hosted by Bill … [+396 chars]"	
What Americans heard about Trump heading into the campaign’s final week: fascism and french fries | CNN Politics	In the closing weeks of the 2024 campaign, much of the most discussed news around former President Donald Trump revolved around fascism and french fries, according to The Breakthrough, a CNN polling … [+3247 chars]	
US will stay in global climate fight despite Trump, says Podesta	The top US representative to COP29 defended his countrys progress in cutting planet-warming carbon emissions on Monday, insisting that much of it will endure despite President-elect Donald Trumps vow… [+4012 chars]	
